SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	IgnoreSilence	LongRange	BelongDynamicGroupID	IsTherapy	CanKeepHoard	CanCastWithHoard	CanAddMaxRadius	KillRushCanCastMode	MinSelectTargetCount	MaxSelectTargetCount	SkillEventMask3	UseDamageScalingCompression	IgnoreImmunityCast
绝境_绛唇珠袖	65157	测试技能	直接伤害技能	1	Adaptive	Damage	1	64888	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	16913	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	绝境战场\绝境_绛唇珠袖.lua		Harmful	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0										KillRushMapCanCast					
绛唇珠袖触发伤害	65158	测试技能	直接伤害技能	1	Adaptive	Damage	1	64902	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	Any	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	绝境战场\绝境_绛唇珠袖触发伤害.lua		Harmful	0	0	0	4161534	1010794494	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
绝境_帝骖龙翔	65159	测试技能	直接伤害技能	1	Adaptive	Halt	1	64888	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	16977	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	None	0	SfxOnly	绝境战场\绝境_帝骖龙翔.lua		Harmful	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0										KillRushMapCanCast					
绝境_天地低昂	65160	测试技能	直接伤害技能	1	Adaptive	Normal	1	64888	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	8721	32768	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	SfxOnly	绝境战场\绝境_天地低昂.lua		Beneficial	0	0	0	4095742	1010728702				0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0										KillRushMapCanCast					
绝境_鹊踏枝	65161	测试技能	直接伤害技能	1	Adaptive	Normal	1	64888	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	8721	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	绝境战场\绝境_鹊踏枝.lua		Beneficial	0	0	0	29438	1006662398	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0										KillRushMapCanCast					
绝境_蛊虫献祭	65162	万花技能	直接伤害技能	1	None	Normal	1	64888	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		1	SfxOnly	绝境战场\绝境_蛊虫献祭.lua		Beneficial				3963646	1010596606	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0										KillRushMapCanCast					
绝境_女娲补天	65163	万花技能	直接伤害技能	1	None	Normal	1	64888	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		1	SfxOnly	绝境战场\绝境_女娲补天.lua		Beneficial				3963646	1010596606	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0										KillRushMapCanCast					
阵营抓马_套马索	65164	测试技能	直接伤害技能	1	Physics	Normal	1	10222	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NotHorse	0	1	0	0	1	0	0	0	1	0	Any	1	0	0	Invalid	1	AniAndSfx	Quest/阵营抓马/阵营抓马技能.lua		Neutral	0	0	0	536772350	1010728958	0	0	1	0	0	0	0	0	0	512	NotInSprint	Any				1	63	0	7	0	0	0															
绝境·雷震子	65165	测试技能	直接伤害技能	1	Adaptive	Stun	1	64888	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2147500547	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	绝境战场\绝境_雷震子.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any				1	7	0	7	0	1	0										KillRushMapCanCast					
绝境·轮回诀	65166	测试技能	直接伤害技能	1	Adaptive	Normal	1	64888	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	529	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Invalid	0	None	绝境战场\绝境_轮回诀.lua		Beneficial	0			65536	1006960640	0	0		0	0	0	0	0	0		NotInSprint	Any				0	4	0	4	0	0	0										KillRushMapCanCast					
绝境_镇山河	65167	万花技能	直接伤害技能	1	None	Normal	1	64888	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8208	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		1	SfxOnly	绝境战场\绝境_镇山河.lua		Beneficial				3963646	1010596606	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0										KillRushMapCanCast					
镇山河实际效果	65168	测试技能	直接伤害技能	1	None	Normal	1	64902	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	0	None	绝境战场\绝境_镇山河效果.lua		Beneficial	0			163838	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
镇山河驱散效果	65169	测试技能	直接伤害技能	1	None	Normal	1	64902	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	Any	1	0	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	绝境战场\绝境_镇山河驱散.lua		Beneficial	0	0	0	4194302	1010794494	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
普通攻击-棍棒	65170	主角通用技能	直接伤害技能	1	Physics	Damage	1	10005	0	TargetSingle	13	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0		0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	1	0	Invalid	1	AniAndSfx	江湖/防身武艺_普通攻击_丐帮延迟攻击.lua		Harmful				16638	1010728958	11			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0										AllMapCanCast					
八荒衡鉴_丐帮_母技能	65171	测试技能	直接伤害技能	1	Physics	Normal	1	64291	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	134217792	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	1	0	Invalid	0	AniAndSfx	八荒衡鉴\肉鸽门派技能\丐帮_1段母技能.lua		Beneficial	0	0	0	16638	1006649598	64295	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	NotInFollow	0	Any	0	7	0	7	0	0	0	0				994										
八荒衡鉴_丐帮_扇形子技能	65172	测试技能	直接伤害技能	1	Adaptive	Normal	1	64291	13	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	1	0	Invalid	0	AniAndSfx	八荒衡鉴\肉鸽门派技能\丐帮_扇形子技能.lua		Harmful	0	0	0	16638	1006649598	64314	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	NotInFollow	0	Any	0	7	0	7	0	0	0	0														
八荒衡鉴_丐帮_圆形子技能	65173	测试技能	直接伤害技能	3	Adaptive	Normal	1	64291	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	1	0	Invalid	0	AniAndSfx	八荒衡鉴\肉鸽门派技能\丐帮_圆形子技能.lua		Harmful	0	0	0	16638	1006649598	64314	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	NotInFollow	0	Any	0	7	0	7	0	0	0	0														
长针正常治疗	65174	万花技能	直接伤害技能	1	None	Normal	1	64902	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0		0	SfxOnly	绝境战场\绝境_长针正常治疗.lua		Beneficial			0	4095998	1010728958				0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0															
长针毒圈减疗	65175	万花技能	直接伤害技能	1	None	Normal	1	64902	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0		0	SfxOnly	绝境战场\绝境_长针毒圈减疗.lua		Beneficial			0	4095998	1010728958				0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0															
气纯_归元	65176	测试技能	直接伤害技能	1	None	Normal	1	10199	3	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	4194302	1010827262	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
气纯聚气技能	65177	测试技能	直接伤害技能	1	None	Normal	1	10037	3	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	Any	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	纯阳\通用聚气.lua		Beneficial	0	0		163838	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
气影被击删Buff	65178	测试技能	直接伤害技能	1	None	Damage	1	10037	3	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	纯阳\气影被击删Buff.lua		Neutral	0	0	0	4128766	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
八荒对Npc造成伤害	65179	测试技能	直接伤害技能	1	Physics	Damage	1	10037	3	TargetSingle	3	0	Invalid	0	3	10015	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\纯阳_八荒归元_非侠士伤害.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
攻击_飞萍	65180	测试技能	直接伤害技能	1	None	Normal	1	10200	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	七秀\镇派\七秀_攻击_飞萍.lua		Neutral	0	0	0	4194302	1010827262	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
天策技能对Npc造成伤害	65181	测试技能	直接伤害技能	4	Physics	Damage	1	10022	1	TargetSingle	2	0	Invalid	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	Any	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	天策\天策_子技能_通用Npc额外伤害.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
阵营抓马_AOE玩家	65182	测试技能	直接伤害技能	1	None	Normal	1	10222	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/阵营抓马/阵营抓马AOE周围玩家.lua		Neutral	0	0	0	1998590	4294967295	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any				0	7	0	63	0	0	0															
剑出鸿蒙	65183	测试技能	直接伤害技能	1	NeutralMagic	Normal	1	10009	3	CasterSingle	3	0	Invalid	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	8721	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	0	0	0	Invalid	0	None	纯阳\北冥剑气_剑出鸿蒙.lua		Beneficial	0			24830	1006657790	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
剑出鸿蒙(太极无极)	65184	测试技能	直接伤害技能	1	NeutralMagic	Damage	1	10037	3	TargetSingle	3	0	Invalid	0	3	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0		1	AniAndSfx	纯阳\太极无极鸿蒙伤害.lua		Harmful				16894	1010728958	306			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
剑出鸿蒙(四象轮回)	65185	测试技能	直接伤害技能	1	NeutralMagic	Damage	1	10037	3	TargetSingle	3	0	Invalid	0	3	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0		1	AniAndSfx	纯阳\四象轮回鸿蒙伤害.lua		Harmful				16894	1010728958				0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
剑出鸿蒙(两仪化形)	65186	测试技能	直接伤害技能	10	NeutralMagic	Damage	1	10037	3	TargetSingle	3	0	Invalid	0	3	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0		1	AniAndSfx	纯阳\两仪化形鸿蒙伤害.lua		Harmful				16894	1010728958				0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
道极承天	65187	测试技能	直接伤害技能	1	Physics	Damage	1	10011	3	TargetSingle	3	0	Invalid	0	3	10015	0	0	0	0	1	0	0	0	1	0	1	1	1073742343	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Melee	1	AniAndSfx	纯阳\天道剑势_道极承天.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
道极承天额外伤害	65188	测试技能	直接伤害技能	1	Physics	Damage	1	10037	3	TargetSingle	3	0	Invalid	0	3	10015	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\纯阳_道极承天_非侠士伤害.lua		Harmful	0	0	0	16638	1010728958	65187	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
形散如烟	65189	测试技能	直接伤害技能	1	LunarMagic	Normal	1	10069	4	TargetSingle	5	0	Invalid	0	4	10080	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	1	AniAndSfx	七秀\霓裳羽衣_行散如烟.lua		Beneficial	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0						1									
行散如烟实际治疗	65190	测试技能	直接伤害技能	2	LunarMagic	Normal	1	10073	4	TargetSingle	0	0	Invalid	0	4	10080	0	0	0	0	0	1	0	0	0	0	0	1	4096	0	0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	None	七秀\行散如烟治疗.lua		Beneficial	0	0	0	4095998	1010728958				0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0															
攻击_放歌	65191	测试技能	直接伤害技能	1	None	Normal	1	10198	2	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	4194302	1010827262	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
阵营抓马_BOSS击飞	65192	测试技能	直接伤害技能	1	Physics	Normal	1	10222	13	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/阵营抓马/首领击退技能.lua		Neutral	0	0	0	1998590	3225321470	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295													
阵营抓马_首领AOE	65193	测试技能	直接伤害技能	1	Physics	Normal	1	10222	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/阵营抓马/首领AOE技能一段.lua		Neutral	0	0	0	1998590	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	NotInFollow	0	Any	0	7	0	7	0	0	0	0	4294967295													
阵营抓马_首领AOE二段	65194	测试技能	直接伤害技能	1	Physics	Normal	1	10222	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	0	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/阵营抓马/首领AOE技能二段.lua		Neutral	0	0	0	1998590	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	NotInFollow	0	Any	0	7	0	7	0	0	0	0	4294967295													
阵营抓马_首领普攻	65195	NPC技能	直接伤害技能	1	Physics	Normal	1	10222	13	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	131075		0	0	1	0	0	0	0	0	Any	1	1	0	0	0	1	0	0	0	0	Any	1	0	1		1	AniAndSfx	Quest/阵营抓马/首领长距离普攻.lua		Neutral				1998590	1010761726	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
天策被控事件触发子技能	65196	测试技能	直接伤害技能	1	Physics	Damage	1	10022	1	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	Any	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	天策\天策受控事件子技能.lua		Harmful	0	0	0	4128510	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any				1	7	0	7	0	1	0			1												
攻击_临阵	65197	测试技能	直接伤害技能	1	None	Normal	1	10197	1	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	天策\镇派\攻击_临阵.lua		Neutral	0	0	0	4194302	1010827262	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
重剑_雾锁	65198	测试技能	直接伤害技能	1	None	Normal	1	10201	6	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	4194302	1010827262	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0															
松舍问霞	65199	测试技能	直接伤害技能	1	Physics	Damage	1	10148	6	TargetSingle	8	0	Invalid	0	6	10145	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Melee	1	AniAndSfx	藏剑\藏剑_灵峰剑式_松舍问霞.lua		Harmful	0	0	131072	16638	1010728958		0	1	16638	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0															
松舍问霞伤害子技能	65200	测试技能	直接伤害技能	1	Physics	Normal	1	10151	6	TargetSingle	8	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	藏剑\藏剑_灵峰剑式_松舍问霞伤害.lua		Harmful	0	0	0	4095998	1010728958		0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
轰雷额外伤害	65201	测试技能	直接伤害技能	1	Physics	Damage	1	10221	10	TargetSingle	11	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	514	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	唐门\镇派\烈火轰雷_轰雷额外伤害.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any				1	7	0	7	0	0	0															
橙武_丐帮_回复连击	65202	测试技能	直接伤害技能	3	Physics	Normal	2	10160	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	item\橙武_丐帮_回连击.lua		Beneficial	0	0	0	16638	1006649598	0	8	1	0	0	0	0	0	0	1534	NotInSprint	Any				0	7	0	7	0	0	0															
蚀心蛊	65203	测试技能	直接伤害技能	1	Poison	Damage	1	10172	9	TargetSingle	10	0	Invalid	0	9	10175	0	0	0	0	1	0	0	0	1	0	0	1	2114321	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	五毒\五毒_万蛊真解_蚀心蛊.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
蚀心蛊触发额外伤害	65204	测试技能	直接伤害技能	1	Poison	Damage	1	10191	9	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	五毒\五毒_毒蛊触发_蚀心额外伤害.lua		Harmful	0	0	0	4095998	1010728958		0	1	4095998	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	1	0															
霜天剑泠	65205	测试技能	直接伤害技能	1	LunarMagic	Damage	1	10070	4	TargetSingle	5	0	Invalid	0	4	10081	0	0	0	0	1	0	0	0	1	0	1	1	16384	0	0	1	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	七秀\西河剑器_合壁知意.lua		Harmful	0	0	0	16638	1010728958	0			0	0	0	0	0	0	656894	NotInSprint	Any				1	7	0	7	0	1	0															
七秀受控技能事件	65206	测试技能	直接伤害技能	1	Physics	Damage	1	10073	4	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	Any	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\七秀_受控立刻解除.lua		Harmful	0	0	0	4128510	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any				1	7	0	7	0	1	0			1												
合璧链状表现技能	65207	测试技能	直接伤害技能	1	Physics	Normal	1	10073	4	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Any	1	1	1	1	1	1	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\七秀_合璧链状表现技能.lua		Neutral	0	0	0	2352906238	3225321470	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any	Any			0	0		0			0			1												
输出暗器附魔额外伤害通用母技能	65208	测试技能	直接伤害技能	5	None	Damage	1	10106	16	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	0	0	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/输出暗器附魔额外伤害通用母技能.lua		Harmful	0	0	0	2684289022	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	1	56	63	63	0		0	0	4294967295	1												
输出暗器附魔外功子技能	65209	测试技能	直接伤害技能	5	Physics	Normal	1	10106	16	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	Any	1	1	0	0	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/输出暗器附魔外功子技能.lua		Harmful	0	0	0	2684289022	2684256254	0	0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	1	56	63	63	0		0	0	4294967295	1												
